v1,v2,
4,سب لوگوں نے اس بات کی تصدیق کی ، پھر حضرت عثمان رضی اللہ عنہ نے فرمایا : میں اس شخص سے سوال کرتا ہوں جس نے حضور نبی اکرم صلی اللہ علیہ وآلہ وسلم سے جیش عسرہ کے دن سنا ہو کہ آپ صلی اللہ علیہ وآلہ وسلم نے ارشاد فرمایا تھا ایسا شخص کون ہے جو مال مقبول کو اﷲ کی راہ میں خرچ کرے اور میں نے آپ صلی اللہ علیہ وآلہ وسلم کی یہ خواہش سنتے ہی آدھے لشکر کی تیاری اپنے مال سے کرا دی ,
1,سب لوگوں نے اس بات کی تصدیق کی ، پھر حضرت عثمان رضی اللہ عنہ نے فرمایا : میں اس شخص سے سوال کرتا ہوں جس نے حضور نبی اکرم صلی اللہ علیہ وآلہ وسلم سے جیش عسرہ کے دن سنا ہو کہ آپ صلی اللہ علیہ وآلہ وسلم نے ارشاد فرمایا تھا ایسا شخص کون ہے جو مال مقبول کو اﷲ کی راہ میں خرچ کرے اور میں نے آپ صلی اللہ علیہ وآلہ وسلم کی یہ خواہش سنتے ہی آدھے لشکر کی تیاری اپنے مال سے کرا دی ,
2,کوئی تم سا ہو کج ادا نہ کبھو ,
3,تیزی سے چاروں طرف نظر دوڑائی ,
1,تیزی سے چاروں طرف نظر دوڑائی ,
1,سوچا تھا ترجمے سے کچھ بدلے گا لیکن یہ دھاگہ بھی پسند نہیں کسی کو ,
3,زید حامد کے متعلق عنقریب بہت سے نئے انکشافات ابو سعد کے نئے کالم میں شائع ہوں گے ,
1,زید حامد کے متعلق عنقریب بہت سے نئے انکشافات ابو سعد کے نئے کالم میں شائع ہوں گے ,
2,زید حامد کے متعلق عنقریب بہت سے نئے انکشافات ابو سعد کے نئے کالم میں شائع ہوں گے ,
0,زید حامد کے متعلق عنقریب بہت سے نئے انکشافات ابو سعد کے نئے کالم میں شائع ہوں گے ,
2,زید حامد کے متعلق عنقریب بہت سے نئے انکشافات ابو سعد کے نئے کالم میں شائع ہوں گے ,
3,زید حامد کے متعلق عنقریب بہت سے نئے انکشافات ابو سعد کے نئے کالم میں شائع ہوں گے ,
2,جو کہ پہلے پرانے براؤزر میں نہیں ہوا کرتی تھی اگر کوئی اپنی سائیٹ کے یو آر ایل کے ساتھ یہ تصویر لگانا چاہئے تو اسے کیسے لگایا جا سکتا ہے,
5,جو کہ پہلے پرانے براؤزر میں نہیں ہوا کرتی تھی اگر کوئی اپنی سائیٹ کے یو آر ایل کے ساتھ یہ تصویر لگانا چاہئے تو اسے کیسے لگایا جا سکتا ہے,
2,اور اس تصویر کو کیا کہتے ہیں ,
1,عسکری , 2012 وقت 
0,اس خطِ غربت سے نیچے زندگی گزارنے والے پاکستانیوں کی تعداد 04 ء 49 فیصد ہے اور چلیں ہے امریکہ سے لڑائی کرنے کے لیے ,
2,طالبان جنہوں نے افغانستان میں حکومت بنائی وہ امریکہ اور پاکستان ہی کے ٹریننگ یافتہ تھے ,
4,پھراللہ اکبر کہے اور اپنے سر اٹھا کر بالکل سیدھا ہو کر بیٹھ جائے یا پھر پرواز رکھ لیں نئے امریکی` تھنک ٹینکس پرانے تھنک ٹینکس پر بنائے جاتے ہیں ,
1,پھراللہ اکبر کہے اور اپنے سر اٹھا کر بالکل سیدھا ہو کر بیٹھ جائے یا پھر پرواز رکھ لیں نئے امریکی` تھنک ٹینکس پرانے تھنک ٹینکس پر بنائے جاتے ہیں ,
1,پھراللہ اکبر کہے اور اپنے سر اٹھا کر بالکل سیدھا ہو کر بیٹھ جائے یا پھر پرواز رکھ لیں نئے امریکی` تھنک ٹینکس پرانے تھنک ٹینکس پر بنائے جاتے ہیں ,
1,پھراللہ اکبر کہے اور اپنے سر اٹھا کر بالکل سیدھا ہو کر بیٹھ جائے یا پھر پرواز رکھ لیں نئے امریکی` تھنک ٹینکس پرانے تھنک ٹینکس پر بنائے جاتے ہیں ,
1,مصنف نے مذکورہ کتاب کی جلد پنجم کے باب ششم صفحہ 259 سے 291 میں پاک و ہند میں موجود حضرت عبّاس علمدار ,
2,مصنف نے مذکورہ کتاب کی جلد پنجم کے باب ششم صفحہ 259 سے 291 میں پاک و ہند میں موجود حضرت عبّاس علمدار ,
1,مصنف نے مذکورہ کتاب کی جلد پنجم کے باب ششم صفحہ 259 سے 291 میں پاک و ہند میں موجود حضرت عبّاس علمدار ,
3,مصنف نے مذکورہ کتاب کی جلد پنجم کے باب ششم صفحہ 259 سے 291 میں پاک و ہند میں موجود حضرت عبّاس علمدار ,
1,مصنف نے مذکورہ کتاب کی جلد پنجم کے باب ششم صفحہ 259 سے 291 میں پاک و ہند میں موجود حضرت عبّاس علمدار ,
1,کی کچھ اولاد کا ذکر کیا گیا ہے ۔اظہر اپ کا تجزیہ درست ہے ,
1,کی کچھ اولاد کا ذکر کیا گیا ہے ۔اظہر اپ کا تجزیہ درست ہے ,
1,کی کچھ اولاد کا ذکر کیا گیا ہے ۔اظہر اپ کا تجزیہ درست ہے ,
1,اس سے اور جو مصیبتیں پیدا ہوئیں ‘ ان کی ایک جھلک آئندہ سطور میں پیش کی جائے گی ,
3,اس سے اور جو مصیبتیں پیدا ہوئیں ‘ ان کی ایک جھلک آئندہ سطور میں پیش کی جائے گی ,
2,اس سے اور جو مصیبتیں پیدا ہوئیں ‘ ان کی ایک جھلک آئندہ سطور میں پیش کی جائے گی ,
3,بہت سی نظمیں آپ ,
1,صلی اللہ علیہ وسلم نے فرمایا : عورتیں ایک بالشت نیچے لٹکائيں ، اس پر ام سلمہ نے فرمایا : اس صورت میں ان کے پیر کھلے رہیں گے ,
2,تو نبی پاک صلی اللہ علیہ وسلم نے فرمایا : ہاتھ بھر اور نیچے لٹکائيں اس سے زائد نہ لٹکائيں ,
1,تو نبی پاک صلی اللہ علیہ وسلم نے فرمایا : ہاتھ بھر اور نیچے لٹکائيں اس سے زائد نہ لٹکائيں ,
1,تو نبی پاک صلی اللہ علیہ وسلم نے فرمایا : ہاتھ بھر اور نیچے لٹکائيں اس سے زائد نہ لٹکائيں ,
1,تو نبی پاک صلی اللہ علیہ وسلم نے فرمایا : ہاتھ بھر اور نیچے لٹکائيں اس سے زائد نہ لٹکائيں ,
1,ایسی جائیدادوں کی شناخت کرکے قانونی کاروائی کرکے ایسی جائیدادیں بازیاب کی جائیں ,
1,لیکن کبھی کبھی ایسا بھی ہو تا تھا کہ بارش کا پانی گھروں میں گھستا تھا,
1,لیکن کبھی کبھی ایسا بھی ہو تا تھا کہ بارش کا پانی گھروں میں گھستا تھا,
1,بارش رک جاتی تھی پانی اترنے لگتا تھا اور ایک دو گھنٹے میں پانی کھاڑی کی معمول کی سطح تک پہونچ جاتا تھا ,
1,بارش رک جاتی تھی پانی اترنے لگتا تھا اور ایک دو گھنٹے میں پانی کھاڑی کی معمول کی سطح تک پہونچ جاتا تھا ,
1,بارش رک جاتی تھی پانی اترنے لگتا تھا اور ایک دو گھنٹے میں پانی کھاڑی کی معمول کی سطح تک پہونچ جاتا تھا ,
1,بارش رک جاتی تھی پانی اترنے لگتا تھا اور ایک دو گھنٹے میں پانی کھاڑی کی معمول کی سطح تک پہونچ جاتا تھا ,
1,اگسٹن ویسے میرے` خیال میں زمبابوے اور فتح کے درمیان صرف ایک ہی دیوار حائل ہو گی جس کا نام مصباح ٹائپ ہے ,
1,اگسٹن ویسے میرے` خیال میں زمبابوے اور فتح کے درمیان صرف ایک ہی دیوار حائل ہو گی جس کا نام مصباح ٹائپ ہے ,
2,اگسٹن ویسے میرے` خیال میں زمبابوے اور فتح کے درمیان صرف ایک ہی دیوار حائل ہو گی جس کا نام مصباح ٹائپ ہے ,
1,اگسٹن ویسے میرے` خیال میں زمبابوے اور فتح کے درمیان صرف ایک ہی دیوار حائل ہو گی جس کا نام مصباح ٹائپ ہے ,
1,کچھ کہا نا مرغے کی ایک ٹانگ ہوتی ہے ,
1,اسی لئے لفظ رحیم انسان کے لئے بالا جاسکتا ہے ,
0,اسی لئے لفظ رحیم انسان کے لئے بالا جاسکتا ہے ,
0,اسی لئے لفظ رحیم انسان کے لئے بالا جاسکتا ہے ,
1,پانی کے عوض مستیٔ رنگیں ہو برستی بھارت کو اس سیریز میں پہلے ، دوسرے ، چوتھے اور پانچویں میچ میں شکست ہوئی جبکہ تیسرا میچ سنسنی خیز مقابلے کے بعد برابر رہا تھا ,
1,پانی کے عوض مستیٔ رنگیں ہو برستی بھارت کو اس سیریز میں پہلے ، دوسرے ، چوتھے اور پانچویں میچ میں شکست ہوئی جبکہ تیسرا میچ سنسنی خیز مقابلے کے بعد برابر رہا تھا ,
1,پانی کے عوض مستیٔ رنگیں ہو برستی بھارت کو اس سیریز میں پہلے ، دوسرے ، چوتھے اور پانچویں میچ میں شکست ہوئی جبکہ تیسرا میچ سنسنی خیز مقابلے کے بعد برابر رہا تھا ,
1,پانی کے عوض مستیٔ رنگیں ہو برستی بھارت کو اس سیریز میں پہلے ، دوسرے ، چوتھے اور پانچویں میچ میں شکست ہوئی جبکہ تیسرا میچ سنسنی خیز مقابلے کے بعد برابر رہا تھا ,
1,پانی کے عوض مستیٔ رنگیں ہو برستی بھارت کو اس سیریز میں پہلے ، دوسرے ، چوتھے اور پانچویں میچ میں شکست ہوئی جبکہ تیسرا میچ سنسنی خیز مقابلے کے بعد برابر رہا تھا ,
3,پانی کے عوض مستیٔ رنگیں ہو برستی بھارت کو اس سیریز میں پہلے ، دوسرے ، چوتھے اور پانچویں میچ میں شکست ہوئی جبکہ تیسرا میچ سنسنی خیز مقابلے کے بعد برابر رہا تھا ,
3,اس لئے کہ جو شخص دنيا پر راضى ھو جائے ( گويا اس کا مقصد صرف اور صرف دنيا ھے ) وہ ايک پست چيز پر راضى ھوا ھے ,
2,اس لئے کہ جو شخص دنيا پر راضى ھو جائے ( گويا اس کا مقصد صرف اور صرف دنيا ھے ) وہ ايک پست چيز پر راضى ھوا ھے ,
2,اس لئے کہ جو شخص دنيا پر راضى ھو جائے ( گويا اس کا مقصد صرف اور صرف دنيا ھے ) وہ ايک پست چيز پر راضى ھوا ھے ,
2,اس لئے کہ جو شخص دنيا پر راضى ھو جائے ( گويا اس کا مقصد صرف اور صرف دنيا ھے ) وہ ايک پست چيز پر راضى ھوا ھے ,
1,نومبر 2008 میں ممبئی حملے کے بعد پاکستان کی کرکٹ ٹیم پہلی بار بھارت میں کھیل رہی ہوگی ,
0,نومبر 2008 میں ممبئی حملے کے بعد پاکستان کی کرکٹ ٹیم پہلی بار بھارت میں کھیل رہی ہوگی ,
1,ویسے ابا جان سے ان کا پیار بغیر پیسوں کے ہے ,
1,ویسے ابا جان سے ان کا پیار بغیر پیسوں کے ہے ,
3,ویسے ابا جان سے ان کا پیار بغیر پیسوں کے ہے ,
1,ہم صدقے اور مسلم معاشرے ایک غیر قرآنی غیر اسلامی کام کو فروغ دیتے ہیں ,
1,ہم صدقے اور مسلم معاشرے ایک غیر قرآنی غیر اسلامی کام کو فروغ دیتے ہیں ,
1,ہم صدقے اور مسلم معاشرے ایک غیر قرآنی غیر اسلامی کام کو فروغ دیتے ہیں ,
1,پاکستان کے حکمران مجبور ہیں ,
1,تو انشاءاللہ دوسری دنیا میں ضرور ملیں گے ,
1,تو انشاءاللہ دوسری دنیا میں ضرور ملیں گے ,
1,تو انشاءاللہ دوسری دنیا میں ضرور ملیں گے ,
4,جناب قیصرانی اور حسان خان صاحب ! جبکہ دوسری بات نہ قرآن میں ہے ، نہ سنت میں اور نہ کسی حدیث میں ,
1,جناب قیصرانی اور حسان خان صاحب ! جبکہ دوسری بات نہ قرآن میں ہے ، نہ سنت میں اور نہ کسی حدیث میں ,
1,جناب قیصرانی اور حسان خان صاحب ! جبکہ دوسری بات نہ قرآن میں ہے ، نہ سنت میں اور نہ کسی حدیث میں ,
